"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"1105","2546336",50978767,"Neurocordulia yamaskanensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Neurocordulia","Least Concern",45.61299896,-78.33740234,"America","Least Concern"
"1106","3268337",50978779,"Somatochlora albicincta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",44.24919891,-121.83699799,"America","Least Concern"
"1107","588262",50978798,"Somatochlora elongata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",44.36380005,-72.74829865,"America","Least Concern"
"1108","2673835",50978806,"Somatochlora ensigera",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",43.41040039,-92.47429657,"America","Least Concern"
"1109","4567724",50978814,"Somatochlora filosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",30.05940056,-85.01399994,"America","Least Concern"
"1110","1021355",50978822,"Somatochlora forcipata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",44.73799896,-90.89520264,"America","Least Concern"
"1111","4574628",50978866,"Somatochlora kennedyi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",44.69279861,-91.01429749,"America","Least Concern"
"1112","1418802",50978870,"Somatochlora linearis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",41.67720032,-87.87149811,"America","Least Concern"
"1113","2537132",50978881,"Somatochlora minor",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",53.96419907,-106.07099915,"America","Least Concern"
"1114","2715740",50978886,"Somatochlora provocans",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",33.8628006,-81.23429871,"America","Least Concern"
"1115","1929283",50978895,"Somatochlora semicircularis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",40.68280029,-110.96399689,"America","Least Concern"
"1116","1998607",50978929,"Somatochlora tenebrosa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",37.64509964,-79.32969666,"America","Least Concern"
"1117","4259815",50978937,"Somatochlora walshii",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",49.83039856,-96.05619812,"America","Least Concern"
"1118","2537139",50978945,"Somatochlora whitehousei",2009,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",45.57109833,-113.19400024,"America","Least Concern"
"1119","443833",50980574,"Somatochlora williamsoni",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",45.84199905,-90.27480316,"America","Least Concern"
"1120","902211",51178520,"Williamsonia fletcheri",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Williamsonia","Least Concern",44.32279968,-72.47609711,"America","Least Concern"
"1121","3142551",51178524,"Aphylla angustifolia",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Aphylla","Least Concern",30.51860046,-97.60019684,"America","Least Concern"
"1122","2825535",51178530,"Arigomphus cornutus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",43.16889954,-101.54299927,"America","Least Concern"
"1123","2528625",51178538,"Arigomphus furcifer",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",44.80419922,-91.52700043,"America","Least Concern"
"1124","688819",51178553,"Arigomphus lentulus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",33.05849838,-96.9469986,"America","Least Concern"
"1125","4617912",51178568,"Arigomphus maxwelli",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",31.89340019,-95.42870331,"America","Least Concern"
"1126","1323304",51178585,"Arigomphus pallidus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",28.76390076,-81.3572998,"America","Least Concern"
"1127","4527628",51178605,"Arigomphus submedianus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",30.18790054,-97.60890198,"America","Least Concern"
"1128","4527451",51178605,"Arigomphus submedianus",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",42.05540085,88.26609802,"Asia","Least Concern"
"1129","4245332",51178639,"Arigomphus villosipes",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Arigomphus","Least Concern",38.04389954,-78.47280121,"America","Least Concern"
"1130","4371174",51178659,"Dromogomphus spoliatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Dromogomphus","Least Concern",42.70999908,-81.97619629,"America","Least Concern"
"1131","2372532",51178670,"Erpetogomphus compositus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Erpetogomphus","Least Concern",34.83639908,-114.58999634,"America","Least Concern"
"1132","2891295",51178684,"Erpetogomphus designatus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Erpetogomphus","Least Concern",30.4605999,-97.76180267,"America","Least Concern"
"1133","1831213",51178689,"Erpetogomphus elaps",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Erpetogomphus","Least Concern",31.38120079,-110.36299896,"America","Least Concern"
"1134","588179",51178694,"Erpetogomphus eutainia",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Erpetogomphus","Least Concern",29.50160027,-97.45249939,"America","Least Concern"
"1135","3660824",51178871,"Hylogomphus adelphus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Hylogomphus","Least Concern",45.613,-78.3374,"America","Least Concern"
"1136","2019075",51178877,"Hylogomphus apomyius",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Hylogomphus","Least Concern",38.68712,-75.54817,"America","Least Concern"
"1137","4152495",51178881,"Phanogomphus australis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",34.5179,-80.2212,"America","Least Concern"
"1138","1172703",51178891,"Phanogomphus borealis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",45.613,-78.3374,"America","Least Concern"
"1139","2978332",51178895,"Phanogomphus cavillaris",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",28.45732,-81.58512,"America","Least Concern"
"1140","2071791",51178901,"Gomphurus crassus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",35.58574,-86.78598,"America","Least Concern"
"1141","1025831",51178910,"Phanogomphus descriptus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",45.5655,-78.4509,"America","Least Concern"
"1142","598119",51178920,"Gomphurus externus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",30.73931,-97.74502,"America","Least Concern"
"1143","1709318",51178928,"Gomphurus fraternus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",44.47299,-93.14106,"America","Least Concern"
"1144","812912",51178953,"Phanogomphus graslinellus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",35.2836,-94.12864,"America","Least Concern"
"1145","3568136",51178958,"Gomphurus hybridus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",31.89343,-95.42869,"America","Least Concern"
"1146","4396749",51178965,"Phanogomphus kurilis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",38.44502,-122.80951,"America","Least Concern"
"1147","4396765",51178965,"Phanogomphus kurilis",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",40.28399,-23.33527,"Europe","Least Concern"
"1148","2231064",51178979,"Phanogomphus lividus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",31.60161,-93.57241,"America","Least Concern"
"1149","412195",51178996,"Phanogomphus militaris",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",30.19646,-97.61074,"America","Least Concern"
"1150","3692161",51179090,"Phanogomphus minutus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",30.79087,-81.95449,"America","Least Concern"
"1151","4493249",51179102,"Phanogomphus oklahomensis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",31.02722,-92.97541,"America","Least Concern"
"1152","819120",51179112,"Phanogomphus quadricolor",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",37.73996,-78.40653,"America","Least Concern"
"1153","4277347",51179134,"Stenogomphurus rogersi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stenogomphurus","Least Concern",37.98501,-78.99665,"America","Least Concern"
"1154","2506526",51179172,"Phanogomphus spicatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",44.11188,-75.07123,"America","Least Concern"
"1155","3305616",51179177,"Gomphurus vastus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",31.31517,-92.44741,"America","Least Concern"
"1156","127214",51179182,"Gomphurus ventricosus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",42.3703,-72.96585,"America","Least Concern"
"1157","3319009",51179191,"Hylogomphus viridifrons",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Hylogomphus","Least Concern",37.73993,-78.40625,"America","Least Concern"
"1158","985982",51179217,"Lanthus parvulus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Lanthus","Least Concern",43.84444,-75.18623,"America","Least Concern"
"1159","4557113",51179226,"Lanthus vernalis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Lanthus","Least Concern",35.0870018,-82.58399963,"America","Least Concern"
"1160","4557092",51179226,"Lanthus vernalis",2010,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Lanthus","Least Concern",35.7057991,83.38369751,"Asia","Least Concern"
"1161","305473",51179334,"Ophiogomphus carolus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",42.37030029,-72.96589661,"America","Least Concern"
"1162","2280257",51179357,"Ophiogomphus mainensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",44.23320007,-72.22889709,"America","Least Concern"
"1163","50554",51179375,"Ophiogomphus morrisoni",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",38.21440125,-112.86499786,"America","Least Concern"
"1164","2554266",51179439,"Ophiogomphus rupinsulensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",45.56549835,-78.45089722,"America","Least Concern"
"1165","3037472",51179458,"Ophiogomphus severus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",40.19850159,-110.77999878,"America","Least Concern"
"1166","3114942",51179470,"Ophiogomphus smithi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",44.78319931,-91.24019623,"America","Least Concern"
"1167","2280300",51179481,"Ophiogomphus westfalli",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",37.47890091,-91.00540161,"America","Least Concern"
"1168","2590113",51179504,"Phyllogomphoides albrighti",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phyllogomphoides","Least Concern",29.18490028,-102.97200012,"America","Least Concern"
"1169","119473",51272322,"Progomphus alachuensis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Progomphus","Least Concern",28.45730019,-81.58509827,"America","Least Concern"
"1170","2028105",51272337,"Progomphus borealis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Progomphus","Least Concern",34.02470016,-117.19799805,"America","Least Concern"
"1171","2645391",51272340,"Progomphus obscurus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Progomphus","Least Concern",30.54529953,-87.78829956,"America","Least Concern"
"1172","2645356",51272340,"Progomphus obscurus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Progomphus","Least Concern",34.95650101,100.22399902,"Asia","Least Concern"
"1173","667283",51272366,"Stylogomphus albistylus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylogomphus","Least Concern",44.11190033,-75.07119751,"America","Least Concern"
"1174","4096413",51272396,"Stylogomphus sigmastylus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylogomphus","Least Concern",36.83909988,-94.61920166,"America","Least Concern"
"1175","4633165",51272433,"Stylurus intricatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",47.43040085,-111.50099945,"America","Least Concern"
"1176","136228",51272472,"Stylurus laurae",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",38.18080139,-78.36759949,"America","Least Concern"
"1177","1003127",51272520,"Stylurus notatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",41.81750107,-87.83229828,"America","Least Concern"
"1178","771199",51272610,"Stylurus olivaceus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",40.96039963,-117.41999817,"America","Least Concern"
"1179","4088600",51272874,"Brechmorhoga mendax",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brechmorhoga","Least Concern",32.90200043,-114.47599792,"America","Least Concern"
"1180","4263210",51273005,"Cannaphila insularis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Cannaphila","Least Concern",30.46549988,-97.77339935,"America","Least Concern"
"1181","367939",51273008,"Celithemis amanda",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",27.57220078,-81.54959869,"America","Least Concern"
"1182","2975793",51273021,"Celithemis eponina",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",30.23549,-97.64628,"America","Least Concern"
"1183","2975493",51273021,"Celithemis eponina",2014,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",42.33065,0,"Europe","Least Concern"
"1184","984465",51273061,"Celithemis fasciata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",42.18880081,-71.09100342,"America","Least Concern"
"1185","3083061",51273072,"Celithemis ornata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",39.67409897,-74.90100098,"America","Least Concern"
"1186","2656230",51273089,"Celithemis verna",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",33.34749985,-94.15519714,"America","Least Concern"
"1187","582407",51273181,"Dythemis maya",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Dythemis","Least Concern",29.49250031,-104.05899811,"America","Least Concern"
"1188","995640",51273184,"Dythemis nigrescens",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Dythemis","Least Concern",33.52429962,-101.67900085,"America","Least Concern"
"1189","571862",51273218,"Erythemis collocata",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythemis","Least Concern",35.20019913,-16.64450073,"Africa","Least Concern"
"1190","571958",51273218,"Erythemis collocata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythemis","Least Concern",36.41970062,-116.32900238,"America","Least Concern"
"1191","4147249",51273307,"Erythrodiplax basifusca",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythrodiplax","Least Concern",33.93299866,-112.69499969,"America","Least Concern"
"1192","1373445",51273365,"Erythrodiplax minuscula",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythrodiplax","Least Concern",31.06159973,-94.27459717,"America","Least Concern"
"1193","3519592",51274385,"Idiataphe cubensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Idiataphe","Least Concern",25.49609947,-80.36810303,"America","Least Concern"
"1194","145381",51274501,"Ladona deplanata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Ladona","Least Concern",28.32130051,-82.44380188,"America","Least Concern"
"1195","2369660",51274526,"Ladona exusta",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Ladona","Least Concern",40.07830048,-74.44670105,"America","Least Concern"
"1196","797411",51274589,"Ladona julia",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Ladona","Least Concern",44.32479858,-72.33830261,"America","Least Concern"
"1197","4565183",51274672,"Leucorrhinia borealis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",39.98379898,-105.14299774,"America","Least Concern"
"1198","2922027",51274686,"Leucorrhinia hudsonica",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",59.82149887,-100.1230011,"America","Least Concern"
"1199","2455463",51274744,"Leucorrhinia intacta",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",42.19869995,-88.96230316,"America","Least Concern"
"1200","405470",51274871,"Leucorrhinia patricia",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",59.53219986,-101.23100281,"America","Least Concern"
"1201","3036958",51274882,"Leucorrhinia proxima",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Leucorrhinia","Least Concern",44.4192009,-72.75550079,"America","Least Concern"
"1202","4102682",51275269,"Libellula auripennis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.79089928,-81.95449829,"America","Least Concern"
"1203","2183440",51275285,"Libellula axilena",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",33.53710175,-81.27449799,"America","Least Concern"
"1204","4401309",51275332,"Libellula composita",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",40.74060059,-112.64700317,"America","Least Concern"
"1205","587418",51275474,"Libellula flavida",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",31.06159973,-94.27459717,"America","Least Concern"
"1206","47219",51275487,"Libellula forensis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",38.48189926,-109.43000031,"America","Least Concern"
"1207","956812",51276313,"Libellula gaigei",2009,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Data Deficient",26.0788002,-98.13729858,"America","Data Deficient"
"1208","4323941",51276332,"Libellula incesta",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.8640995,-86.83049774,"America","Least Concern"
"1209","4478564",51276359,"Libellula needhami",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",25.73839951,-80.30889893,"America","Least Concern"
"1210","362970",51276369,"Libellula nodisticta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",39.39030075,-122.64499664,"America","Least Concern"
"1211","3246762",51276380,"Libellula pulchella",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",40.91040039,-74.71690369,"America","Least Concern"
"1212","561573",51276401,"Libellula saturata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.26950073,-97.77269745,"America","Least Concern"
"1213","982419",51276410,"Libellula semifasciata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",30.41620064,-87.81900024,"America","Least Concern"
"1214","518327",51276429,"Libellula vibrans",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Libellula","Least Concern",29.82299995,-94.6651001,"America","Least Concern"
"1215","959506",51276589,"Macrodiplax balteata",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Macrodiplax","Least Concern",26.42928,-82.08413,"America","Least Concern"
"1216","2635393",51279102,"Macrothemis inequiunguis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Macrothemis","Least Concern",29.88489914,-97.66989899,"America","Least Concern"
"1217","603351",51279217,"Micrathyria hagenii",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Micrathyria","Least Concern",27.91290092,-99.84539795,"America","Least Concern"
"1218","3676951",51279324,"Nannothemis bella",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Nannothemis","Least Concern",39.67440033,-74.90170288,"America","Least Concern"
"1219","1789605",51279390,"Pachydiplax longipennis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Pachydiplax","Least Concern",35.33631,-94.03973,"America","Least Concern"
"1220","2000883",51279601,"Paltothemis lineatipes",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Paltothemis","Least Concern",31.73320007,-110.88400269,"America","Least Concern"
"1221","4223181",51279739,"Perithemis intensa",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Perithemis","Least Concern",33.91870117,-116.48799896,"America","Least Concern"
"1222","2984041",51279851,"Perithemis tenera",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Perithemis","Least Concern",32.7677002,-94.98449707,"America","Least Concern"
"1223","320604",51280096,"Planiplax sanguiniventris",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Planiplax","Least Concern",26.18549919,-98.37940216,"America","Least Concern"
"1224","1339458",51280160,"Plathemis lydia",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Plathemis","Least Concern",30.45479965,-97.76499939,"America","Least Concern"
"1225","1337844",51280160,"Plathemis lydia",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Plathemis","Least Concern",42.05540085,88.26609802,"Asia","Least Concern"
"1226","3172151",51280207,"Plathemis subornata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Plathemis","Least Concern",36.23460007,-100.08100128,"America","Least Concern"
"1227","36006",51280302,"Pseudoleon superbus",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Pseudoleon","Least Concern",33.66540146,-101.15899658,"America","Least Concern"
"1228","3182294",51290637,"Sympetrum corruptum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",27.91286,-99.84535,"America","Least Concern"
